Ch1tMax	Ch1vMax	Ch2tMax	Ch2vMax	
49.6090	-0.2919	49.5940	3.9712
49.6281	-0.2932	49.6094	4.2694
49.6445	-0.2948	49.6261	4.2684
49.6612	-0.2922	49.6427	4.2687
49.6780	-0.2915	49.6594	4.2687
49.6946	-0.2899	49.6761	4.2684
49.7114	-0.2886	49.6928	4.2690
49.7280	-0.2915	49.7094	4.2684
49.7447	-0.2912	49.7261	4.2687
49.7612	-0.2938	49.7428	4.2687
49.7779	-0.2922	49.7594	4.2687
49.7948	-0.2883	49.7761	4.2694
49.8112	-0.2851	49.7927	4.2681
49.8280	-0.2906	49.8094	4.2687
49.8445	-0.2912	49.8261	4.2687
49.8616	-0.2944	49.8428	4.2690
49.8782	-0.2886	49.8594	4.2690
49.8947	-0.2919	49.8761	4.2687
49.9117	-0.2928	49.8928	4.2697
49.9281	-0.2935	49.9094	4.2687
49.9448	-0.2886	49.9261	4.2687
49.9614	-0.2893	49.9428	4.2690
49.9781	-0.2890	49.9594	4.2687
49.9947	-0.2964	49.9761	4.2690
50.0113	-0.2928	49.9927	4.2678
50.0283	-0.2906	50.0094	4.2694
50.0447	-0.2793	50.0261	4.2687
50.0615	-0.2912	50.0428	4.2684
50.0782	-0.2960	50.0594	4.2684
50.0950	-0.2951	50.0761	4.2678
50.1115	-0.2857	50.0928	4.2690
50.1285	-0.2915	50.1094	4.2681
50.1448	-0.2890	50.1261	4.2690
50.1616	-0.2912	50.1428	4.2684
50.1783	-0.2845	50.1594	4.2684
50.1953	-0.2986	50.1761	4.2687
50.2115	-0.2899	50.1927	4.2681
50.2284	-0.2935	50.2094	4.2690
50.2448	-0.2903	50.2261	4.2681
50.2617	-0.2977	50.2428	4.2687
   NaN	   NaN	50.2587	4.1805
