Ch1tMax	Ch1vMax	Ch2tMax	Ch2vMax	
48.7839	-0.2996	48.7667	4.0092
48.8031	-0.2954	48.7836	4.2742
48.8218	-0.2977	48.8018	4.2736
48.8398	-0.2964	48.8200	4.2736
48.8579	-0.2951	48.8382	4.2736
48.8761	-0.2864	48.8564	4.2739
48.8943	-0.2941	48.8746	4.2739
48.9127	-0.2964	48.8927	4.2739
48.9306	-0.2977	48.9109	4.2745
48.9490	-0.2973	48.9291	4.2748
48.9671	-0.2941	48.9473	4.2742
48.9854	-0.2986	48.9655	4.2736
49.0035	-0.3031	48.9836	4.2745
49.0218	-0.3009	49.0019	4.2742
49.0398	-0.2960	49.0200	4.2732
49.0582	-0.2896	49.0382	4.2739
49.0764	-0.2906	49.0564	4.2745
49.0945	-0.2941	49.0746	4.2742
49.1127	-0.2890	49.0927	4.2742
49.1309	-0.2960	49.1109	4.2739
49.1492	-0.2944	49.1291	4.2736
49.1672	-0.3015	49.1473	4.2745
49.1856	-0.2922	49.1654	4.2739
49.2038	-0.2919	49.1836	4.2742
49.2220	-0.2867	49.2018	4.2732
49.2400	-0.2935	49.2200	4.2736
49.2581	-0.2951	49.2382	4.2736
49.2766	-0.2938	49.2564	4.2739
49.2945	-0.2899	49.2745	4.2742
49.3129	-0.2919	49.2928	4.2736
49.3311	-0.2890	49.3109	4.2736
49.3491	-0.2909	49.3291	4.2739
49.3672	-0.2880	49.3473	4.2739
49.3856	-0.2993	49.3655	4.2736
49.4036	-0.2867	49.3836	4.2739
49.4218	-0.2993	49.4018	4.2739
49.4402	-0.2993	49.4200	4.2739
49.4583	-0.2932	49.4382	4.2736
49.4765	-0.2941	49.4563	4.2736
49.4946	-0.2909	49.4746	4.2736
   NaN	   NaN	49.4920	4.1960
