Ch1tMax	Ch1vMax	Ch2tMax	Ch2vMax	
41.4041	-0.3060	41.4016	4.2140
41.4377	-0.3125	41.4400	4.2938
41.4780	-0.3047	41.4800	4.2945
41.4839	-0.3080	41.5199	4.2942
41.5182	-0.3060	41.5598	4.2942
41.5241	-0.3064	41.5999	4.2935
41.5581	-0.3044	41.6400	4.2942
41.5984	-0.3121	41.6800	4.2935
41.6385	-0.3076	41.7200	4.2938
41.6784	-0.3028	41.7599	4.2938
41.7184	-0.3121	41.7999	4.2945
41.7585	-0.3054	41.8399	4.2938
41.7981	-0.3089	41.8800	4.2938
41.8383	-0.3064	41.9199	4.2945
41.8782	-0.3044	41.9600	4.2942
41.9183	-0.3138	41.9999	4.2951
41.9582	-0.3093	42.0399	4.2935
41.9983	-0.3015	42.0798	4.2935
42.0385	-0.3073	42.1200	4.2938
42.0784	-0.3131	42.1599	4.2938
42.1183	-0.3160	42.1998	4.2938
42.1582	-0.3147	42.2400	4.2938
42.1983	-0.3128	42.2798	4.2938
42.2384	-0.3102	42.3200	4.2942
42.2783	-0.3018	42.3599	4.2942
42.3183	-0.3070	42.4000	4.2942
42.3583	-0.3083	42.4400	4.2942
42.3981	-0.3154	42.4798	4.2938
42.4386	-0.3054	42.5199	4.2938
42.4783	-0.3125	42.5599	4.2942
42.5182	-0.3099	42.5998	4.2938
42.5585	-0.3192	42.6400	4.2945
42.5986	-0.3167	42.6799	4.2938
42.6383	-0.3044	42.7200	4.2945
42.6784	-0.3070	42.7599	4.2942
42.7183	-0.3105	42.8001	4.2945
42.7584	-0.3015	42.8400	4.2945
42.7983	-0.3121	42.8799	4.2938
42.8384	-0.3144	42.9199	4.2938
42.8783	-0.3141	42.9600	4.2942
42.9182	-0.3121	42.9992	4.2768
42.9583	-0.3041	   NaN	   NaN
42.9986	-0.3141	   NaN	   NaN
