Ch1tMax	Ch1vMax	Ch2tMax	Ch2vMax	
52.3934	-0.2828	52.3807	3.8215
52.4063	-0.2825	52.3923	4.2426
52.4184	-0.2960	52.4047	4.2423
52.4312	-0.2948	52.4173	4.2426
52.4435	-0.2960	52.4298	4.2430
52.4562	-0.2973	52.4423	4.2426
52.4686	-0.2951	52.4548	4.2426
52.4812	-0.2883	52.4673	4.2433
52.4939	-0.2861	52.4798	4.2433
52.5063	-0.2870	52.4923	4.2423
52.5189	-0.2922	52.5048	4.2423
52.5315	-0.2912	52.5173	4.2433
52.5440	-0.2899	52.5298	4.2420
52.5565	-0.2845	52.5423	4.2423
52.5690	-0.2771	52.5548	4.2426
52.5816	-0.2890	52.5673	4.2423
52.5941	-0.2896	52.5798	4.2420
52.6066	-0.2935	52.5923	4.2417
52.6191	-0.2960	52.6048	4.2423
52.6314	-0.2861	52.6173	4.2420
52.6439	-0.2822	52.6298	4.2430
52.6564	-0.2845	52.6423	4.2426
52.6691	-0.3012	52.6548	4.2423
52.6817	-0.2977	52.6673	4.2433
52.6942	-0.2915	52.6798	4.2423
52.7067	-0.2922	52.6923	4.2420
52.7192	-0.2951	52.7048	4.2426
52.7317	-0.2883	52.7173	4.2433
52.7440	-0.2977	52.7298	4.2430
52.7566	-0.2967	52.7423	4.2420
52.7691	-0.3006	52.7547	4.2420
52.7820	-0.2993	52.7673	4.2426
52.7941	-0.2890	52.7798	4.2423
52.8066	-0.2925	52.7923	4.2423
52.8192	-0.2883	52.8048	4.2426
52.8317	-0.2854	52.8173	4.2426
52.8442	-0.2883	52.8298	4.2423
52.8567	-0.2957	52.8423	4.2426
52.8692	-0.2980	52.8548	4.2426
52.8816	-0.3009	52.8673	4.2423
   NaN	   NaN	52.8791	4.1193
